1|ba3d saret haja okhra f masirti eni teghramet b 9ira2et l kotob tahdidan kotob l business
2|chouf l haja eli t7ebha w eli yehtajouha laabed w adheka tnajem tkoun feha flous feha mel
3|f kont nheb tadris nes tehtej chkoun ydarsha f kolt aya entalaq ala baraket leh w nabda ndares kbal khdemt khdem okhrin mais meli qrit l kteb hedha kteb howa esmou kayf tajni amwel ta2la mn machrou3k saghir
4|fih khotwat aamaleya awel khotwa ekhtyar l majel f ekhtyar l majel hedheya howa qal ekhtar haja nty behy feha yehtajouha nes hedhy heya l fekra
5|w n9ari w nefrah al lekher k nchouf cha5s makench 3andou ma3louma walet aandou aw kenet maalouma dhababeya wdha7et al lekher aw makench fehem haja kenet aandou sou3oubet shelet qodemou donc nafrah al lekher maaneha fama sa3ada bl injez ghir aadeya
6|w yaarfouha nes eli heya 3elm lmoufid bdit nkari k mohawelet haka kima nqoulou mtaa howet w f l baccalauréat khdhit l amer bjedeya w walit nqari fe3lan bl flous
7|f yaaml l hessa loula blech w yektana3 donc eni nqolou kn maktanaatch l hessa loula adheka blech mjarebha b tbi3tek maaneha makenech qoum ghali barcha leken baad l baccalauréat b aam walit nqari b soum aadi kima l 2asetdha lokhrin
8|bhokem qari qotlk ktob taa buisness m 2éme année secondaire bdit naqra fl kottob taa buisness donc khtaret niche mou3ayna l tadris l aamaleyet tadris w mouch kif l étude laadi
9|l fekra enou khtaret niche eli heya niche taa tlemdha eli mouch behin fl qraya
10|kima qolt meloul nafrah al lekher k ykoun wehed maandouch l maalouma w twali aandou aw yefhemni w kdhe behy hedhy benesba lik kn qarit telmidh behy deja howa 3andou 18 fl math chbech naamlou
11|9arit win noskon donc qriba l lycée zahra
12|f kol blasa nalqa asetdha kbar b asemehom yqariw lycée pilote wela aanhom des parascolaire kbar esemi kbar
13|l mouhit l ahmer eli howa fih tanefous kbir al lekher eqtitel dam loun ahmer dam w lekher loun azraq wahdek tranquille temchi oumourek wadhha
14|fekret l youtube aadnha qesa ama hedha eli kont naaml fih 9bal cest l youtube baad k tkharejt aamlt haja plus ou moin legal maaneha halit mahdhna madraseya jebt maaya asetdha y9ariw
15|donc f sif n7awel n9arih trimestre loula lkol bch yod5ol lel classe fehem la7keya lkol
16|w yarja3li f 3otla te3 decembre ba3d makamel trimestre loula mhm donc n9arih trimester thenya f 3otla adhika
17|fa barcha ness eli y9ariw barcha etude donc 3andou adheka wa9et 5edma 3ala 7seb 3eyla
18|eni benesba leya no93od natba3lek nkasser f rassi wenty mat9olich a3tini exercice e5er hawka mawjoud f 7keya
19|enou mouch b dharoura eli yoslo7li eni yoslo7 l ghiri 5ater f 3orf letude ahna ka business ma3neha
20|Enou eli ya3mel seriet mzayna akther aw yatba3 akther w yrata7 tlemdha w yatb3elhom b couleur w lkol adheka 5ir
21|ken fama b7ar nemchiw ba7dhena sid 3abd hmid, donc em ken fama ness testad toubou adheka w tbi3
22|9ra m3aya we7ed f 9esm weld 7ouma howa yoskon 3al b7ar b dhabet 3arafni 3al majel w ybi3
23|donc ne5dou dabouza bou itra n3abiyouha b doud w nbi3oulou akika
24|w nbi3ou kont fournisseur el assassi te3 soussa w mestir te3 doud hadheya fa ken nhar 50 dinar adheya 3adeya 3ale5er
25|donc el fekra enou k mchit lel Mestir l9ithom 3amlin faza makontech na3rafha enou ychay7ou doud w ybi3ouh cheya7
26|9am sbe7 3mal doura 93ad f 9ahwa 9ra kteb
27|i9ama eli 9a3edha f Asia 9al famech nhar najem nosrof akther meli nda5el
28|w maghroum b ktob tghayer el 7ayet ness eli ta9ra ktob ta3ref eli ktob tghayer 7yet tamaman
29|k 9ra ktob 9al 9al kima 7yeti tghayret lel afdhel n7awel nla5es ktob adhoukoim w nbadel 7yet 3bed
30|el 3am fih 52 osbou3 9alek nla5es  52 kteb w n7othom fa bde jem3a loula donc l9a tal5is as3eb meli ken yetsawrou w howa ken ya9ra okay f jem3a kteb laken tal5is 3mal 36 kteb l3am loul
31|adhouma des sujets mouhemin 3ale5er duree de vie te3hom twil awel haja 9al e5tar yhemou la3bed
32|l3am adheya fama ness maghrouma b business fama ness mata3rafch business aslan 3am jey bch yetgharmou ness o5rin b business donc bch yal9awk mawjoud
33|k yrabi 9atouss w yetelha bih w lkol w ysawer ro7ou b camera w hyabet videoet kol mayet3alem haja f tarbiyet 9tatess ya3mlha
34|chyalkaw podcast mte3ek fama menou fl hkeya hedhya fl digital
35|w hke ala technique de vente w kol chy lmoufid lfekra mte3ou enou
36|kal l blogging ekhdem blech flous haja de qualité
37|w ok3ed 3 snin tekhdem fl hkeya hedhy 
38|lahkeya hedhy tkhali aandk jomhour kbir al lekher w tkhali kima taaml branding saa
39|taamlk thiqa aand laabed l anou ases aamalyet l bay3 heya thiqa
40|leken yahki ala enou tkoun amin tkoun sadaq maahom kenek nty mzlt bedi fl majel
41|tqoul rani mzlt bedi fl majel qa3ed netaalem w tkoun sadaq maahom oui
42|w ahna k moslmin lahkeyet hedhouma f dina mawjoudin donc ylzm tkoun sadaq maa nes
43|f khdhit l fekra mte3ou qolt behy eni chnowa naaml f deneya hani qa3ed nqari 
44|houma tlemdha te3bin fl qraya donc yehtejou des videos rappel
45|donc aamlt l videot hedhokom hakom format format numérique aandhom jomhour motajaded w kol
46|w lghaya enou naaml haja de qaulité dhet jawda w noq3ed aam naamlha blech
47|k bdit aajbetni lahkeya al lekher ml videot loula dharbet al lekher
48|nes kalek fadhitli mochkla kbira al lekher
49|qbal manaadi devoir l physique b lila qolt aya khanaaml tala ala fama faza f exercice l pile manich fehmha
50|k bdit 2013 donc bdit nqari semestre 2 w 3 donc makhltch nty al loula donc aad baad rjaat qarithom loula 
51|leken l fekra mathalan fl physique wehed te3eb fl physique chtqolou chouf l physique howa phenoméne yaani mouch kif l math
52|chapitre aandhom esmou rc resistor aandhom w condensateur donc akid bch yjiblk r w c mayjiblek l pila lahkit aaleha nty bch yjiblek pila
53|chapitre esmou pila bch yjiblk pila w l pila maaroufa feha 2 compartiments behy maaneha rw fl physique k matjibch note ena manefhmhech.
54|l exercice eli bch yjibhoulek fl bac eni naarfou hani bch naatihoulek twa, naatihoulek twa ahfdhou hotou maaneha aandi aandi devoir.
55|heya l fekra sehla phenoméne,ylzmk taarf tajerba,eli bch noq3ed nahkilk aaleha ena,taarf tajerba w taarf les questions.
56|tqolou asmaani chnhafdhek 4 hajet edhokom bch yjiwik f devoir naarfou devoir rw tahkich maaya naarfou devoir,donc w ve3lan yjiwih f devoir w ysalek omourou.
57|donc khdhit klemou tabaqt harfeyan maa l videot,sajalt 3000 videos.behy l fatra loula eli heya khatert bdit wost laam deja mongaji rouhi f des groupes.
58|donc kameltha bl les groupes hedhokoum ,leken laam eli baadou 3ejbtni lahkeya.
59|kamelt laam eli baadou batelt kol mahou etude face a face, yaani qotlk kont nqari f sif.
60|w yjiwni groupet f sif,f k aamlt chaine f wost laam kont nqari f hamem soussa f aarfouni l ahwez lkol yaani.
61|eli bch nqoulhomlek bl flous hwka qolthomlek blech al internet.w eni l fekra mte3i kima qal sahbna hedha olivier,kal, kal enou a3ti ahsen maandek w blech flous.
62|l fekra enou tebni thiqa khtr baad k nes 3tat fik thiqa tnajem tbi3 ay hkeya baad,w hedhika l fekra laama.
63|donc ena hachti, kol eli naarfou hatitou blech, w hedhy momken ghriba chwya al mostama3 maaneha,kifech kol taarfou,khtr wehed aandhom fih thi9a yqolhom khoudhou hedhy sada9 maahom.
64|w baghla flous,yekhdhouha,bainama wehed maandhomch fih thi9a k yaatehom haja aqal flous al lekher maymchouch maah,donc l buisness mebni ala thi9a.voila w heya kenet l fekra akeka maaneha
65|w hani kont nabaathch blech montage,naarch chmaaneha montage,donc aandi tablette qodemi nsajel w nhabet nsajel w nhabet
66|aandna wehed ybi3 fl khodhra yetaada dima qodem dar,nhesou dekhel f wost taqrib f wost l videot lkol
67|mouch nji naati chtar maalouma, w nqolhom hayka thebou tkamlouha hayka talkawha bl flous.
68|mtaa l blogging ta3tih maalouma kemla w baad tqolou haw aandi idhafat okhrin ken theb.
69|w ahyanen tqolou rw matehtejech l idhafat adheka, tehtejech, ama ken theb hani mawjoud.
70|l fekra enou howa yheb ynaf3ek b ay tariqa khater nty nfa3tou maghir flous,yheb ynaf3ek b ay tariqa w meme yechri haja mayhtjhech rada ll jamil.
71|yheb yaatik flous ay mawdhou3 aatih ay hkeya yqolk ah,nty nfa3tni hani nheb nanf3ek.
72|aqal wehed qabeltou f hyeti howa eli stfed meni w mche ll aabed qalhom rahou barou emchiw aqraw aand taki academie khater fedni bl behy.
73|f walit aandi community kbira, 3ibara edhoukom lkol yekhdmou mosawqin ll platforme.
74|kaadt aam b chaine youtube,ml tlemdha eli kraw aandi fama wehed behy fl informatique bourawi ben ammar, nochkrou deja, w howa ken l co founder taa l menassa maaneha.
75|tnajem taamli site,qali naamlk site, aamlna site tahfoun al lekher site donc hatina fih les videos wordpresse khdemtou.
76|qotlou asmaa hedha l wordpresse mezyen w kol fih,mezyen w fama hajet plus ou moin hadhra donc badelhouli wordpresse.
77|aam loul youtube, aam theni platforme w beqi fl blech, l aam eli baad walet.
78|ml flous eli kont nekhdem behom donc bnit dar hamdoullah,w tzawejet qbal mankml naqra.
79|donc qotelha chouf, haw l ktob eli qrithom haw l 9ana3at eli wsoltlhom w haw chnowa chnaaml.
80|qotelha donc ahna bch netakew ala chahreyetk ken mamchetech l omour hawka chahriyetek netakew aaleha.qatli mafama hata mochkel belaaks haja behia.
81|leken benesba leya ken fama plan B, mouch nlaweh rouhi, donc behy kn mamchetch l oumour chnaaml narjaa nqari aadi.
82|ama maykalakch lahykeya khater ena metfehem maahom ala formation,formation nkamelek trimestre loula.
83|w lbeqi lkol talkani nahli al buisness al machari3 nahki ala hajet,donc k yabda telmidh f wosthom.
84|leken hata k nehkilhom haja moufida tlemdha lbehin howa jey hat objectif bch yakra,donc eni manhebhomch,eni jey bch nahki nkharef.
85|w baadha naatik 4 as2la edhouka bch yjiwik f devoir mani devoir  naarfou,hani bch naatik chnowa l 4 as2la eli bch yjiwik f devoir voila.
86|qolt yekhtar chrik shih, f zawjti makenetch mo9tan3a bl fekra leken katli maak.
87|lbaqeyat l entourage lkolhom makenouch mo9tan3in bl fekra,maaneha kifeh wehed tjih flous w yqolha le w ymchi yaaml f haja blech.
88|behy baad olivier taareft ala majel l blogging mn akther nes eli 3awnouni maaneha fl buisness fama podcast esmou smart passive income.
89|qolt 400 alf inscrit, 35 alf mabi3at, aandna 22 maqar f l joumherya.
90|k thel machrou3,thel local mezyen, kol nhar ykoun azyen meli qablou mouch laakes,sa3et nchouf kahwa thel mezyena nhar loul tahfouna.
91|lahkika laakes tamaman l fekra mte3i yaani kol nhar ykoun kol nhar ahsen, donc mankhalich haja mkasra .
92|kifkif aandna equipe mtaa tabakh,feha chef w 10 nes fel koujina fl local mte3na noftrou w net3achew.
93|klemhom ghalet tmchi lahkeya f tounes, talqa nes eli t9ader lahkeya hedhya w talqa nes eli testha9ha.
94|w nes eli tekhdem maana eli qotlek aalehom 150 chakhs hedhouma,lahkika mn khiret laabed belhaq nes
95|w baad f 2018 dhhor status esmou da3m madrasi haja kima haka,zedna 2éme activité da3m madrasi awel madhhor status.
96|kalmtni haja netdhaker ml kerwen,qotli kifeh tji tkareha kol nhar lahne kotelha nty twa bl talifoun tkalem feya ml kerwen
97|l khedma l asaseya mte3i nfaser l nes chmaaneha yaqra al internet.
98|adheka aalech deja l videot gratuitement fedet maaneha,k nes sarelha l impact w chefet b 3ineha enou tnajem tethasen 3la triq l videot
99|mte3i eni al aqal eli habethom gratuitement ala youtube qadech tfarjou aleha mn chakhs maaneha k nehsbou 3dad d9a2e9 l mouchahda.
100|donc 800 sne nes tetfarej ala videot maaneha nahki maak daynasour.
101|startup l fekra mte3ha enou taaml haja scalable maaneha qabla l tawaso3 b chakl kbira f waqt ksir.
102|l hames,donc behy nheb nekber yelzmni nhel hamas ekher donc hamas ekher donc yelzem nekri local ekher.
103|k nheb nekber yelzem njib des dentistes okhrin yekhdmou maana l kober marbout enou bl yad la3mla.
104|startup heya mathalan benesba leya naaml video mara barka, donc ynajem yetfarej aalih wehed kima ynajem yetfarej aalih malyoun wehed, shih raw k ywaliw yetfarjou aalih malyoun wehed ywali aandi l customer service.
105|leken mouch ala kol client zid ressource,ala kol alf client zid ressource ok,voila f hedhy fekret tawaso3.
106|w matnajem teta3mel lahkeya hedheya ken bhaja technologique voila, ynajem ykoun startup mafihech innovation aslan.
107|voila donc bch techri materiel ghirou lkol yetbe3 lbara, donc f 3tathom ba3dh tashilet f, mathalan aandhom lhaq f yconvertiw 100 malyoun fl 3am
108|lwken lwehed tjib bch tkhalsou malyoun metfehem maah ala malyoun, nty metkalef aalik adheka malyoun w 700 fama 70 belmeya zeyda 
109|70 belmeya zeyda 3ali tfehemt maah, donc howa bch yekhedh f ydih malyoun nty k société todfe3 aalih malyoun w 700.
110|aandk emteyzet okhra law ken nty machrou3ek marbout bl hardware maaneha kat3a, donc tnajem tjib chwaya ktaya3 ml bara.
111|lahkika thes aandhom energie belhaq habin ysalhou kadhe, twa qalet chwya l energie donc manqoulech tnahet leken qalet chwaya.
112|kifech insen tounsi lyoum jeune tounsi aandou fekra mtaa machrou3 yqadem ll label mtaa startup.
113|ken halit batinda tqadem ala label toul idha ken mezelt mahalitch batinda donc tqadem ala l pre label.
114|w ytalbouk enou tsajel video b dqiqtin tachreh, ey tachreh fih lahkeya.
115|donc idha aqna3hom l video mte3ek w lkol donc yvalidiwik c bon ya3tiwik ya pre label.
116|idha ken twa temchi thel batinda tekhedh label automatiquement, f dharef 6 chhour thel batinda tekhedh label automatiquement.
117|enou law kenek nty tekhdem f khedma w aandk salaire mou3ayna ya3tiwik modet 3am nafs salaire idha mafotech 5 mleyen.
118|ken yekhdem f charika wela kadhe chahritou 1500 donc yaatiwih kima nqoulou menha 1500 f chhar modet laam loul eli hal fih label.
119|kolt enou madema enou hamdoullah maaneha enou ndakhel w kol nemchi ala hsebi w nemchi ala, mouch lezem malyoun nkhalih l wehed ekher yekhdhou.
120|fama nes okhrin yaamloulhom barcha hajet yehtajouhom donc yekhdhou.ena mouch mechi b fekret madema aandi emteyez nekhdhou nehtejou wela manehtajouch, le, ken nehtej nekhedh ken manehtejech nkhali ghiri yekhdem.
121|donc mchit mara ldarhom nalqa khouh aandou haka hkeya feha stylo, lawha w stylo, chtaaml adheya qali hdheya tsawer ala ordinateur.
122|voila donc khdhitha men aandou tsaleftha chhar bdit beha awel videot, 3ejbetni lahkeya donc cmandit wahda mn franca 
123|baad l videot loula htajet chwaya camera w chwaya materiel w kadhe kadertou b 12 malyoun, maandich ena waqtha 12 malyoun.
124|aamlt 6 videot waqtha esmhom kayfa tajni tharwa, nahki fehom al buisness, taqriba talkhis kotob krithom tajareb 3malthom hajet kima haka.
125|eni kotlhom meloul eli bech yji aandi fekret machrou3 bech natraha aalih ken yheb ykoun actionner marhbe bih voila.
126|donc awel madakhlou kima qotlek rajaatlhom montant mte3om,qotlhom haw l mouhadhra 9 sa3et.bon khdhit 8 sa3et mouhadhra w se3a bch naatikom fekra.
127|l materiel eli nheb nechrih w aandi videot nheb naamlhom lkol yetkalfou 12 malyoun. eni nqader societé twa b 100 malyoun,taki academie, eli bech yadfa3 malyoun yekhedh 1 pourcent, wadhha la3amaleya.
128|ama be3ou lkol raw be3ou, maaneha fama chkoun be3 fois 3 fois 5 fois 7 hatekch l f 40.
129|voila dkhal khdhe pourcentage m charika w maah zouz okhrin zeda developera baadou howa jew, khdhew pourcentage m charika w baad habou ybi3ou.
130|ay mawdhou3 ela l qaraya, ty howa fl classe mayaqrach bch yemchi ll youtube yaqra voila donc lqit tlemdha behin heya tlawej ala qraya.
131|f yqoulouli a monsieur zidna exercicet a3tina hajet aqwa kasehelna f yandra chnowa kadhe,w mouch domaini eni hadheya.
132|tlemdha walew yahkiw l asatedhthom fl 9esm enou fama wehed y9ari ala internet a3mlou tala aalih kdhe.f mn bayen l nes eli hkewoulhom hdheya sami.
133|howa 3amel videot mn 2006, ena nahkiw twa rana nahkiw f 2016 howa 3amel 9abli b 10 snin videot.
134|k n9oulou ostedh ma3neha maandouch fekra kbira ala buisness, donc 3amel videot mkhalehom akeka kadhe.
135|qimetha le tou9ader b thaman, quantité mtaa seriet w excericet b hokom eni bon n9ari fl math w nefhem l qualité, l qualié taa exercicet mokhek ye9ef. 
136|quantité kbira al lekher bl correction w ktibtou mezyena w katebhom bl tablette haja mn wra l 3qal.
137|kalmtou ya weldi met2aked hadheya blech naatih, 9ali ey aatih blech, aa voila behy. howa bel mounesba hedha keteb 22 parascolaire.
138|9olt hedha chakhs eli ynajem ykoun chrik leya w hedha l nemchi farhan bih, hadheya aandou vision b3ida, f eni e9taraht aalih 9otlou behy ija nodkhlou maa baadhna w khoudh 10 belmeya mn taki academie.
139|donc tawa taki academie 90 belmeya aandi w 10 belmeya aand si sami hedha, behy baad akeka jeb howa reseau mtaa profet kbir al lekher.
140|f belek b9adech naamlouh chapitre ahna, qotlhom fibeli, howa chaptire yekhdhou fih malyoun zouz 3, khater chapitre yat9ara yet9ara ala barcha des sceance.
141|loulenin eli yodkhlou l cinema direct yhotou rating khayeb maadch yodkhlou hata had, yelzem contenu ykoun behy w nty aandk vision l qodem.
142|sobhan allah baad je, je sami hedha w jeb reseau mtaa asetdha makontch nehlem bih aslan.
143|awel local halineh mouch f soussa halineh f nabel l anou reseau mtaa l asetdha f nabel
144|donc jeb reseau kbir al lekher mtaa asetdha, w baad saret hkeya zeda wzir tarbeya je jaloul.
145|fama barcha asetdha khafou waqtha, bon kelmet khafou nqoulha b ihtiraz.
146|l fekra laama enou idha ken wadhaht thneytek w aandk qana3atek mchit feha.
147|tw sobhan allah rabi sahelek achye2 kontch qarilha hseb jemla wahda.
148|nes qaadin ydhonou enou eni qari hsebi kifeh jet f mokhek l fekra qbal l covid.
149|yehdikom raw aqdar mn aand rabi maaneha eni mechi f thneya shiha.
150|w edhika aqdar mn aand rabi maaneha matetkhayelch eni qari hsebi bch tsir.
151|lmanatak dekheleya maandhech accées ll internet jemla wahda voila, k je l 4g lahkika fama  l wzir technologia
152|donc chrat aalehom enou ycovriw aghlab manataq tounes w edhika fedtni al lekher zeda lahkeya.
153|nes eli aandha accées ll internet walet aandha accées l taki.
154|déja l covid nhesou rabah tounes 20 sne bch tdapati digital b sifa 3ama, fl les commerces fl e-learning ay haja fl internet déja.
155|behy howa lahkika ena manich ostedh raw, nzid n2aked ala maalouma hedhy leken mohtam jeda b majel ta3lim w majel tarbeya.
156|mostathmer f majel taalim leken aandi barcha hajet nheb naamlehom w bdit fehom hamdoullilah.
157|nheb naamlou twafeq bin lhajet jdida eli qaada todhher fl 3alem w bin ta3lim mte3na.
158|ok raw ta3lim mte3na l had ebtide2i tayara al lekher, motala3 ena ala barnemej bhokem aandi sghari yaqraw ebtide2i kol ,behy.
159|w hou9ou9 l mo3almin hedhouma hajet mohem enou trakahom dawla leken l barnamej dirasi behy.
160|lma3loumet eli fl 3alem tetjaded kol aamin 3 snin, donc ahna ta3lim mte3na matjadedch bl kol.
161|fl economie gestion jib rou2ase2 chariket jib moudirin jib des pdg jib nes des entrepreneurs
162|ay wehed hachtou b maalouma yalqaha ghadika b shoula w yetmaken menha w yaarf ertibatha bl weqe3.
163|kolou rw hehdy l ma3louma eli taqra feha leken l update mte3ha mouch fl programme eli howa hedha w tatbi9ha fl we9e3 talqah lahne.
164|donc qimet tawasel w qimet taqdir l kbir w qimet enou raw l qraya mahich kol chy.
165|naarf enou system mathalan mn bayen l hajet lbehia f system l yabani tlemdha ynadhfou l 9esm
166|donc c bon 18 sne yokhrej ken yheb yaqra taw dawla taatih 9aredh maghir interet.
167|donc na3tiwihom kol jem3a qadech nosrfou w houma ysrfou aalina donc yaarf qimet l flous.
168|sghir ykoun y9olek nheb nechri kaaba glace nheb kadhe, waqt eli taatih l flous f ydih t9olou aya bara nechriw glace y9olek le mouch dekhla fl budget.
169|howa aandou ka3bet l halwa mouhema,mouhema ey, fibelou adheka b flous akther w aandou l aredh chn aredh ey behy mouch mouhema.
170|maaneha fama lahkeya adheya rahi f taalim ebtide2i deja ahna mase2el qbal aalech qotlek eni baad l bdet todkhel f hit ta3lim.
171|fl mase2el qbal mouch fama syej w sayejha w ehseb l miseha w qadeh sraf l falah.
172|ahna twa qaadin nahkiw w eli qa3ed ysir twa enou fama mo3almin tqasetelhom chherehom w kol.
173|nahkich barcha siyesa ama nahki, adheya esmou ghabe2 maaneha ghabe2 kbir al lekher.
174|ty nty weldek yoq3ed bahdhek darjin matiqouch lahkika bl aakes edhouma nes yelzemha tetkarem.
175|mouch ala khatrou q3ad batal sanewet donc hwka nhotouh mo3alem, mas2ouleya kbira.
176|betbi3a chtqoum sbeh bch temchi twasel sgharek ll qraya w kol f theneya tahkilhom hkeyet tes2elhom al budget eli qotlek aalih sarfouh kifeh sarfouh mrigel.
177|mbaad bch temchi ll khedma, bon awel haja fl khedma bch taaml doura tsalem ala nes w kol.
178|mathalan ahna dima ejtima3at mte3na tkoun maktouba qbal manodkhlou maaneha ala chnowa bch nehkiw bedhabt qadech no93dou waqet.
179|kemlou ni9at loula theneya theltha donc kemlou , fl ghaleb ykounou, ykounou 9ararat maaneha.
180|twa khater ahna f sif donc tchouf barcha publicité mtaa l jami3at.
181|aw l enou l budget adedheka nhotouh f sponsoring facebook wela youtube wela ghirou naarf bedhabt qadeh jeni
182|eli heya societé developpement, nafs la3amaleya ndour nsalem nchouf famech machekel famech decisions nekhdhouhom
183|hedheya lkhedma, fl ghaleb heya machekel w fadhan machekel fl ghaleb fadhen machekel w akhedh 9araret hedhouma houma eli nekhdem fehom.
184|nahres enou tkoun fama nokta w dhohka w nes tfadlek maabaadha fl societé al lekher hedheya nahres aaleha al lekher.
185|eni lhelma b ikhtisar nheb naaml silicon valley f tounes, wedi silicon, wedi silicon l nes mataarfouch howa
186|mojtama3 fih aqwa 3bed mtaa techonologia fl 3alem, eli kharjou menou facebook w google, apple, apple w 
187|w microsoft chariket l kobra m amarcia eli saytret al 3alem f technologia kharjet ml blasa adheka.
188|laabed, yelzem laabed ykoun aandhom taqriba nafs l mindset mtaa nes eli f california ghadi
189|idha lqit laabed hedhouma eli aandhom nafs tokhmem hedha sehel bch naamlouha hata mn ghir tachji3 le hata chy
190|l fekra enou madema aandi l accées l tlemdha eni f 3mor 18 najem ndidecti chkoun l maghroumin bl buisness chkoun maghroumin bl informatique w behin fih
191|w blaset 5 snin nrodouh 7 snin, kenet 5 yem walet nharin donc l programme bech yetwel.
192|donc yaqra nharin w yekhdem 4 yem wela 3 yem donc fl khedma chnowa naamlou na3tyouh.
193|baad l partie technique yjiw l partie taa tawasel mindset fazet adheka, baad tji partie taa buisness noq3ed maahom barcha al buisness yes2louni ala barcha ar9am barcha hajet, donc nahki ala tajereb qdima
194|voila f baad aam 3amin ykoun productive sayed hedha yekhdem maana baqeyet sanawet
195|w baad yo93ed 5 snin yekhdem maana w yokhles betbi3a raw,awel mayodkhel ll production yokhles voila
196|ay wehed aandou startup w mena w fina w fehem mindset mte3na w kol nanvasti maah fl startup mte3ou
197|behy buisness angel howa mostathmer mala2iki chnowa maaneha, howa eli yestathmer f chariket l nechi2a f awel, awel marhla.
198|malqach aandou flous aw l flous mte3hom mouch kefia donc yeltaje2 l ma yousama buisness angel hedha, donc yemchi l chakhs aandou flous
199|w aandna charika okhra f almagna aamlinha nekhdmou feha ahna zeda, f developpement.
200|aandha kol chy, aandha l buisness w neqsa ken l partie IT donc l partie chkoun yekhdemlha 
201|donc f nodkhlou ahna bel partie maaneha donc w ncherkou chakhs
202|k yabda aandk clionetek lkol ml bara tetsama charika tottalement exportatrice?
203|ya hasra t3adew waqt lghafla adhokom, le le raj3ouhom lkol kifkif, ey wa , maaneha maadch fama faraq.
204|f marhalet l istethmar w ena metwaqa3 l klem hedheya maaneha donc, w kol machnodkhel fih manentadhrech menou rebeh direct.
205|haka dima nheb nadhra tawilet l mada w manheb net3amel ken maa nes hadheya, maa nes eli tkhamem l b3id.
206|temseh taarf yoq3ed aam kemel ji3an, yestana f aka l 9ati3 aka l yji ll wahda.
207|talbaq aalih temseh chadou flet, eni haseb 9imetha al lekher hadheya khater naarf, naarf style de vie mtaa temseh.
208|njeh fl hayet enou t3ich wefq mabade2, aandk mabade2, eli kol mataamlou fl buisness lkol ykoun wefq l qyam eli nty tcherek fehom.
209|jem3a l teli q3ad maana client francawi aandou barcha chriket w kol, howa hedha nabeti.
210|le ta3dhib bachar le ta3dhib hayawenet, ta3dhib bachar yo9sed bih tijara bachar w pornographie wela haja.
211|ye3jebni chakhs hata mokhtalef aaleya eli aandou des principes w yqademhom l chakhs.
212|f eni k chakhs moslem maaneha n3ich wefq mabade2 mte3i k moslem f kol mou3ameleti fl buisness w ghir l buisness.
213|w ykoun rabi radhi aaleya, hadheka l hadef l asma benesba leya, w hadheka najeh, hadheka najeh w hadheka l faleh
214|benesba l najeh l medi, sehel yeser zeda taarifou sehel yeser enou tkoun tosref aqal meli dakahl flous.
215|awel haja naamelha nakhtar l majel mtaa l kteb eli nheb naqrah fhemt,nekhtarou ahna hkina al buisness donc voila.
216|howa shih ykoun aandk,lwken ykoun aandk l anglais haja tayara al lekher leken,taqra lkteb mn masdrou w tefhmou kima 9alou l keteb maaneha
217|leken hata ken maandkch l anglais tnajem taqrah bl arbi,mayqalaqch, lmoufid odkhel aqra.
218|leken fama haja okhra eli heya mouhema jeda, tchouf nes eli fl buisness w chnowa l ktob eli tansah beha.
219|wa9tha hedhika ktob kima nqoulou 3amiqa akther w feha maaloumet aqwa b barcha w hedhy eli tfid laabed belhaq maaneha.
220|fama kteb esmou the art of start, fama noskha theneya behia deux point zero, tahfouna al lekher leli yheb yaaml startup, fama leli yheb yrecruti maah chkoun.